Number	Name	Desig	Family	CS	Class	DS	DF	Diam	HS	HB	H	GS	G	G2	AS	pF	Albedo	PF	Period	PDesc	Freq	AF	AMin	AMax	U	Pole	Bin	Notes	

0	2009 TO8	2009 TO8	9101	A	S*	C		0.018	M		26.1	A	0.24		A		0.20		0.156		99.999999					0		N

0	2009 UD	2009 UD	9101	A	S*	C		0.011	M		27.2	A	0.24		A		0.20		0.023246		99.999999			0.66	2+	0		

0	2009 UG	2009 UG	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20		5.88		4.081633			0.38	3-	0		

0	2009 UO3	2009 UO3	9101	A	S*	C		0.075	M		23.0	A	0.24		A		0.20		0.8150833		29.444843			0.80	3-	0		

0	2009 UU1	2009 UU1	9101	A	S*	C		0.034	M		24.7	A	0.24		A		0.20		0.12367		99.999999		1.25	2.2	3	0		

0	2009 UY19	2009 UY19	9101	A	S*	L		0.062	L		23.4	A	0.24		A		0.20									0		I

0	2009 WB	2009 WB	9101	A	S*	C		0.043	M		24.2	A	0.24		A		0.20		0.046		99.999999					0		N

0	2009 WV25	2009 WV25	9101	A	S*	C		0.047	M		24.0	A	0.24		A		0.20		5.		4.800000			1.24	2	0		T?

0	2009 WV51	2009 WV51	9101	A	S*	C		0.011	M		27.1	A	0.24		A		0.20		0.07660		99.999999			1.0	2+	0		

0	2009 WW104	2009 WW104	9101	A	S*	C		0.094	M		22.5	A	0.24		A		0.20									0		N

0	2009 WY7	2009 WY7	9101	A	S*	C		0.045	M		24.1	A	0.24		A		0.20		0.21		99.999999					0		N

0	2009 XO2	2009 XO2	9101	A	S*	C		0.059	M		23.5	A	0.24		A		0.20		1.8		13.333333					0		T?N

0	2010 AE30	2010 AE30	9101	A	S*	C		0.057	M		23.6	A	0.24		A		0.20									0		

0	2010 AF30	2010 AF30	9101	A	S*	C		0.136	M		21.7	A	0.24		A		0.20		2.60		9.230769			0.06	2-	0		

0	2010 AG40	2010 AG40	9101	A	S*	C		0.118	M		22.0	A	0.24		A		0.20									0		

0	2010 AJ30	2010 AJ30	9101	A	S*	C		0.084	M		22.74	A	0.24		A		0.20									0		

0	2010 AL30	2010 AL30	9101	A	S*	C		0.011	M		27.2	A	0.24		A		0.20		0.14660		99.999999		0.21	0.23	3	0		

0	2010 AN2	2010 AN2	9101	A	S*	C		0.108	M		22.2	A	0.24		A		0.20									0		

0	2010 BC	2010 BC	9101	A	S*	C		0.108	L		22.2	A	0.24		A		0.20									0		I

0	2010 BH115	2010 BH115	9106	A	C*	C		0.000	M		99.99	A	0.12		A		0.057									0		

0	2010 BK2	2010 BK2	9101	A	S*	C		0.118	M		22.0	A	0.24		A		0.20									0		

0	2010 BT3	2010 BT3	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20		0.9		26.666667			0.2	1	0		

0	2010 CA55	2010 CA55	9101	A	S*	C		0.108	M		22.2	A	0.24		A		0.20									0		

0	2010 CB55	2010 CB55	9101	A	S*	C		0.086	M		22.7	A	0.24		A		0.20									0		

0	2010 CC19	2010 CC19	9101	A	S*	C		0.103	M		22.3	A	0.24		A		0.20									0		

0	2010 CC55	2010 CC55	9101	A	S*	C		0.094	M		22.5	A	0.24		A		0.20									0		

0	2010 CD55	2010 CD55	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20									0		

0	2010 CE55	2010 CE55	9101	A	S*	C		0.108	M		22.2	A	0.24		A		0.20									0		

0	2010 CF55	2010 CF55	9101	A	S*	C		0.136	M		21.7	A	0.24		A		0.20									0		

0	2010 CK1	2010 CK1	9101	A	S*	C		0.047	M		24.0	A	0.24		A		0.20									0		

0	2010 CN141	2010 CN141	9101	A	S*	C		0.098	M		22.4	A	0.24		A		0.20									0		

0	2010 CO44	2010 CO44	9101	A	S*	C		0.036	M		24.6	A	0.24		A		0.20									0		

0	2010 DG77	2010 DG77	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		

0	2010 DH77	2010 DH77	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		

0	2010 DL	2010 DL	9101	A	S*	C		0.012	M		27.0	A	0.24		A		0.20									0		

0	2010 DO	2010 DO	9101	A	S*	C		0.136	M		21.7	A	0.24		A		0.20									0		

0	2010 DX1	2010 DX1	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20									0		

0	2010 EC43	2010 EC43	9101	A	S*	C		0.075	M		23.0	A	0.24		A		0.20									0		

0	2010 EG21	2010 EG21	9101	A	S*	C		0.039	M		24.4	A	0.24		A		0.20									0		

0	2010 EK43	2010 EK43	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20									0		

0	2010 EX11	2010 EX11	9101	A	S*	C		0.045	M		24.1	A	0.24		A		0.20		9.4		2.553191			0.32	2-	0		

0	2010 FA81	2010 FA81	9101	A	S*	C		0.098	M		22.4	A	0.24		A		0.20									0		

0	2010 FB81	2010 FB81	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		

0	2010 FC	2010 FC	9101	A	S*	C		0.047	M		24.0	A	0.24		A		0.20									0		

0	2010 FC81	2010 FC81	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20		0.3263		73.551946		0.37	0.43	3-	0		

0	2010 FD6	2010 FD6	9101	A	S*	C		0.013	M		26.8	A	0.24		A		0.20									0		

0	2010 FD7	2010 FD7	9101	A	S*	C		0.113	M		22.1	A	0.24		A		0.20									0		

0	2010 FE7	2010 FE7	9101	A	S*	L		0.054	E		23.7	A	0.24		A		0.20									0		I

0	2010 FF10	2010 FF10	9101	A	S*	C		0.132	M		21.76	A	0.24		A		0.20									0		

0	2010 FG81	2010 FG81	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20									0		

0	2010 FK	2010 FK	9101	A	S*	C		0.052	M		23.8	A	0.24		A		0.20									0		

0	2010 FR9	2010 FR9	9101	A	S*	C		0.018	M		26.1	A	0.24		A		0.20									0		

0	2010 FS	2010 FS	9101	A	S*	C		0.043	M		24.2	A	0.24		A		0.20									0		

0	2010 FT	2010 FT	9101	A	S*	L		0.022	E		25.7	A	0.24		A		0.20									0		I

0	2010 FW9	2010 FW9	9101	A	S*	L		0.014	L		26.7	A	0.24		A		0.20									0		I

0	2010 FX9	2010 FX9	9101	A	S*	C		0.043	M		24.2	A	0.24		A		0.20									0		

0	2010 GB6	2010 GB6	9101	A	S*	C		0.113	M		22.1	A	0.24		A		0.20									0		

0	2010 GC6	2010 GC6	9101	A	S*			0.156	M		21.4	A	0.24		A		0.20									0		I

0	2010 GF7	2010 GF7	9101	A	S*	C		0.020	M		25.9	A	0.24		A		0.20		0.03181		99.999999			0.8	2-	0		

0	2010 GH7	2010 GH7	9101	A	S*	C		0.010	M		27.3	A	0.24		A		0.20									0		

0	2010 GL23	2010 GL23	9101	A	S*	C		0.082	M		22.8	A	0.24		A		0.20									0		

0	2010 GP67	2010 GP67	9101	A	S*	C		0.094	M		22.5	A	0.24		A		0.20									0		

0	2010 GS7	2010 GS7	9101	A	S*	C		0.149	M		21.5	A	0.24		A		0.20									0		

0	2010 GT6	2010 GT6	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		

0	2010 GX23	2010 GX23	9101	A	S*	C		0.075	M		23.0	A	0.24		A		0.20									0		

0	2010 GZ5	2010 GZ5	9101	A	S*	C		0.082	M		22.8	A	0.24		A		0.20									0		

0	2010 HA	2010 HA	9101	A	S*	C		0.049	M		23.9	A	0.24		A		0.20									0		

0	2010 HF	2010 HF	9101	A	S*	C		0.017	M		26.2	A	0.24		A		0.20		0.06137		99.999999			0.78	3	0		N

0	2010 HV20	2010 HV20	9101	A	S*	L		0.124	L		21.9	A	0.24		A		0.20									0		I

0	2010 HW81	2010 HW81	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		

0	2010 HX107	2010 HX107	9101	A	S*	C		0.057	M		23.6	A	0.24		A		0.20									0		

0	2010 HZ104	2010 HZ104	9101	A	S*	C		0.094	M		22.5	A	0.24		A		0.20									0		

0	2010 JE88	2010 JE88	9101	A	S*	C		0.149	M		21.5	A	0.24		A		0.20		2.000		12.000000			0.20	1+	0		

0	2010 JH3	2010 JH3	9101	A	S*	C		0.026	M		25.3	A	0.24		A		0.20									0		

0	2010 JJ3	2010 JJ3	9101	A	S*	C		0.054	M		23.7	A	0.24		A		0.20									0		

0	2010 JL88	2010 JL88	9101	A	S*	C		0.013	M		26.8	A	0.24		A		0.20		0.0068295		99.999999			0.52	3	0		

0	2010 JN71	2010 JN71	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		

0	2010 JO71	2010 JO71	9101	A	S*	L		0.049	L		23.9	A	0.24		A		0.20		0.4561		52.620039			0.40	2-	0		

0	2010 JW39	2010 JW39	9101	A	S*	C		0.037	M		24.5	A	0.24		A		0.20									0		

0	2010 JX16	2010 JX16	9104	A	S*	C		0.000	M		99.99	A	0.24		A		0.20									0		

0	2010 KA8	2010 KA8	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		

0	2010 KK37	2010 KK37	9101	A	S*	C		0.022	M		25.7	A	0.24		A		0.20		0.0284254		99.999999			0.30	3-	0		

0	2010 KO10	2010 KO10	9101	A	S*	C		0.011	M		27.1	A	0.24		A		0.20		0.129		99.999999					0		N

0	2010 KP10	2010 KP10	9101	A	S*	C		0.062	M		23.4	A	0.24		A		0.20									0		

0	2010 KU7	2010 KU7	9101	A	S*	C		0.108	M		22.2	A	0.24		A		0.20									0		

0	2010 KV7	2010 KV7	9101	A	S*	C		0.019	M		26.0	A	0.24		A		0.20									0		

0	2010 LB64	2010 LB64	9101	A	S*	C		0.132	M		21.76	A	0.24		A		0.20									0		

0	2010 LH14	2010 LH14	9101	A	S*	C		0.113	M		22.11	A	0.24		A		0.20									0		

0	2010 LJ68	2010 LJ68	9101	A	S*	C		0.086	M		22.7	A	0.24		A		0.20									0		

0	2010 LK34	2010 LK34	9101	A	S*	D		0.124	L		21.9	A	0.24		A		0.20									0		I

0	2010 LK61	2010 LK61	9101	A	S*	C		0.124	M		21.9	A	0.24		A		0.20									0		

0	2010 LK68	2010 LK68	9101	A	S*	C		0.094	M		22.5	A	0.24		A		0.20									0		

0	2010 LL68	2010 LL68	9101	A	S*	C		0.078	M		22.9	A	0.24		A		0.20									0		

0	2010 LV108	2010 LV108	9101	A	S*	C		0.090	M		22.6	A	0.24		A		0.20									0		

0	2010 MG1	2010 MG1	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20									0		

0	2010 MP1	2010 MP1	9101	A	S*	L		0.156	L		21.4	A	0.24		A		0.20									0		I

0	2010 MY1	2010 MY1	9101	A	S*	C		0.049	M		23.9	A	0.24		A		0.20									0		

0	2010 NK1	2010 NK1	9101	A	S*	C		0.098	M		22.4	A	0.24		A		0.20									0		

0	2010 NR1	2010 NR1	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20		0.89		26.966292			1.8	2-	0		

0	2010 NS36	2010 NS36	9106	A	C*	C		0.000	M		99.99	A	0.12		A		0.057									0		

0	2010 OH126	2010 OH126	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		

0	2010 PK9	2010 PK9	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20									0		

0	2010 PP58	2010 PP58	9101	A	S	C		0.113	M		22.1	M	0.15		A		0.20									0		

0	2010 PU66	2010 PU66	9101	A	S*	C		0.103	M		22.3	A	0.24		A		0.20									0		

0	2010 PW58	2010 PW58	9101	A	S	C		0.136	M		21.7	M	0.15		A		0.20									0		

0	2010 QA5	2010 QA5	9101	A	S*	C		0.103	M		22.3	A	0.24		A		0.20									0		

0	2010 QG2	2010 QG2	9101	A	S*	C		0.041	M		24.3	A	0.24		A		0.20									0		

0	2010 RC130	2010 RC130	9101	A	S*	C		0.108	M		22.2	A	0.24		A		0.20		2.8915		8.300190		0.85	1.00	3	0		T+

0	2010 RJ53	2010 RJ53	9101	A	S*	C		0.047	L		24.0	A	0.24		A		0.20									0		I

0	2010 RQ64	2010 RQ64	9101	A	S*	C		0.017	M		26.2	A	0.24		A		0.20									0		NH

0	2010 SK13	2010 SK13	9101	A	S*	C		0.010	M		27.4	A	0.24		A		0.20		0.0144		99.999999					0		N

0	2010 TD54	2010 TD54	9101	A	S*	C		0.005	M		28.9	A	0.24		A		0.20		0.0229317		99.999999			0.92	3	0		

0	2010 TE55	2010 TE55	9101	A	S*	C		0.007	M		28.0	A	0.24		A		0.20							0.05		0		

0	2010 TG19	2010 TG19	9101	A	S*	C		0.049	M		23.9	A	0.24		A		0.20		0.0193935		99.999999			1.1	3	0		

0	2010 TN4	2010 TN4	9101	A	S*	C		0.009	M		27.5	A	0.24		A		0.20									0		

0	2010 TS19	2010 TS19	9101	A	S*	C		0.021	M		25.8	A	0.24		A		0.20		0.023		99.999999					0		N

0	2010 UC7	2010 UC7	9101	A	S*	C		0.034	M		24.7	A	0.24		A		0.20									0		

0	2010 UJ7	2010 UJ7	9101	A	S*	C		0.025	M		25.4	A	0.24		A		0.20		0.05305		99.999999			0.9	2-	0		

0	2010 UX6	2010 UX6	9101	A	S*	C		0.071	M		23.1	A	0.24		A		0.20		15.34		1.564537			0.51	2	0		T?

0	2010 VB1	2010 VB1	9101	A	S*	C		0.068	M		23.2	A	0.24		A		0.20		0.18919		99.999999		0.61	0.99	3	0		

0	2010 VD72	2010 VD72	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		

0	2010 VK139	2010 VK139	9101	A	S*	C		0.055	M		23.65	A	0.24		A		0.20		0.0299522		99.999999			0.5	3	0		

0	2010 VO21	2010 VO21	9101	A	S*	C		0.005	M		28.7	A	0.24		A		0.20									0		N

0	2010 VT11	2010 VT11	9101	A	S*	C		0.149	M		21.5	A	0.24		A		0.20									0		

0	2010 VW75	2010 VW75	9101	A	S*	C		0.124	M		21.9	A	0.24		A		0.20		0.180062		99.999999			0.32	3	0		

0	2010 VZ11	2010 VZ11	9101	A	S*	C		0.023	M		25.6	A	0.24		A		0.20		0.156		99.999999					0		N

0	2010 WA	2010 WA	9101	A	S*	C		0.003	M		30.0	A	0.24		A		0.20		0.0085799		99.999999			0.22	3	0		

0	2010 WA9	2010 WA9	9101	A	S*	C		0.023	M		25.6	A	0.24		A		0.20		0.097		99.999999			1.3	2+	0		

0	2010 WB	2010 WB	9101	A	S*	C		0.045	M		24.1	A	0.24		A		0.20									0		

0	2010 WC9	2010 WC9	9101	A	S*	C		0.059	M		23.5	A	0.24		A		0.20		0.18469		99.999999		0.7	0.95	3-	0		T

0	2010 XE11	2010 XE11	9101	A	S*	C		0.075	M		23.0	A	0.24		A		0.20		0.0265846		99.999999			0.5	3	0		

0	2010 XM56	2010 XM56	9101	A	S*	C		0.028	M		25.1	A	0.24		A		0.20		2.35		10.212766			2.3	2+	0		

0	2010 XP69	2010 XP69	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		

0	2010 XR69	2010 XR69	9101	A	S*	C		0.025	M		25.4	A	0.24		A		0.20									0		NH

0	2010 YD	2010 YD	9101	A	S*	C		0.014	M		26.6	A	0.24		A		0.20									0		

0	2011 AA37	2011 AA37	9101	A	S*	C		0.070	T		23.13	A	0.24		A		0.20		10		2.400000			0.12	1+	0		

0	2011 AL37	2011 AL37	9101	A	S*	C		0.041	M		24.3	A	0.24		A		0.20		0.109261		99.999999			0.37	3	0		

0	2011 AV55	2011 AV55	9101	A	S*	C		0.059	L		23.5	A	0.24		A		0.20									0		I

0	2011 BA45	2011 BA45	9101	A	S*	C		0.149	M		21.5	A	0.24		A		0.20									0		N

0	2011 BG24	2011 BG24	9101	A	S*	C		0.014	M		26.6	A	0.24		A		0.20		0.1		99.999999					0		N

0	2011 BY24	2011 BY24	9101	A	S*	C		0.090	M		22.6	A	0.24		A		0.20									0		

0	2011 CG2	2011 CG2	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20		10.813		2.219551			1.34	3	0		

0	2011 GM62	2011 GM62	9101	A	S*	C		0.082	M		22.8	A	0.24		A		0.20	>	8.		3.000000	>		0.9	2	0		

0	2011 GO65	2011 GO65	9101	A	S*	C		0.077	M		22.92	A	0.24		A		0.20									0		N

0	2011 GP59	2011 GP59	9101	A	S*	C		0.041	M		24.3	A	0.24		A		0.20		0.12251		99.999999			2.0	3-	0		T+

0	2011 HO53	2011 HO53	9101	A	S*	C		0.068	M		23.2	A	0.24		A		0.20									0		N

0	2011 HP	2011 HP	9101	A	S*	C		0.132	L		21.76	A	0.24		A		0.20		3.9398		6.091680		0.24	0.54	3	0		

0	2011 JL	2011 JL	9101	A	S*	C		0.123	M		21.92	A	0.24		A		0.20									0		N

0	2011 KN17	2011 KN17	9101	A	S*	C		0.090	M		22.6	A	0.24		A		0.20									0		N

0	2011 LS17	2011 LS17	9101	A	S*	C		0.090	M		22.6	A	0.24		A		0.20									0		N

0	2011 LY20	2011 LY20	9103	A	S*	C		0.098	M		22.4	A	0.24		A		0.20									0		N

0	2011 MD	2011 MD	9101	A	S*	C		0.007	M		28.0	A	0.24		A		0.20		0.1937		99.999999		0.7	1.00	2	0		A

0	2011 OE	2011 OE	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20									0		N

0	2011 OJ10	2011 OJ10	9101	A	S*	C		0.108	M		22.2	A	0.24		A		0.20									0		N

0	2011 OJ45	2011 OJ45	9101	A	S*	C		0.019	M		26.0	A	0.24		A		0.20									0		N

0	2011 OS15	2011 OS15	9101	A	S*	C		0.043	M		24.2	A	0.24		A		0.20									0		N

0	2011 OV17	2011 OV17	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20									0		N

0	2011 OY17	2011 OY17	9101	A	S*	C		0.124	M		21.9	A	0.24		A		0.20									0		N

0	2011 OY4	2011 OY4	9101	A	S*	C		0.043	M		24.2	A	0.24		A		0.20									0		N

0	2011 PX	2011 PX	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20									0		N

0	2011 PZ	2011 PZ	9103	A	S*	C		0.118	M		22.0	A	0.24		A		0.20									0		N

0	2011 QE2	2011 QE2	9101	A	S*	C		0.118	M		22.0	A	0.24		A		0.20									0		N

0	2011 QE38	2011 QE38	9101	A	S*	C		0.108	M		22.2	A	0.24		A		0.20									0		N

0	2011 QH33	2011 QH33	9103	A	S*	C		0.136	M		21.7	A	0.24		A		0.20									0		N

0	2011 QS21	2011 QS21	9103	A	S*	C		0.136	M		21.7	A	0.24		A		0.20									0		N

0	2011 QT2	2011 QT2	9101	A	S*	C		0.091	M		22.58	A	0.24		A		0.20									0		N

0	2011 QU37	2011 QU37	9101	A	S*	C		0.057	M		23.6	A	0.24		A		0.20									0		N

0	2011 QY47	2011 QY47	9103	A	S*	C		0.136	M		21.7	A	0.24		A		0.20									0		N

0	2011 RH1	2011 RH1	9101	A	S*	C		0.082	M		22.8	A	0.24		A		0.20									0		N

0	2011 RX	2011 RX	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20									0		N

0	2011 RY	2011 RY	9103	A	S*	C		0.082	M		22.8	A	0.24		A		0.20									0		N

0	2011 SE248	2011 SE248	9101	A	S*	C		0.098	M		22.4	A	0.24		A		0.20									0		N

0	2011 SG173	2011 SG173	9101	A	S*	C		0.030	M		25.0	A	0.24		A		0.20									0		N

0	2011 SG47	2011 SG47	9103	A	S*	C		0.142	M		21.6	A	0.24		A		0.20									0		N

0	2011 SH16	2011 SH16	9101	A	S*	C		0.118	M		22.0	A	0.24		A		0.20									0		N

0	2011 SN26	2011 SN26	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20									0		N

0	2011 SP26	2011 SP26	9101	A	S*	C		0.052	M		23.8	A	0.24		A		0.20									0		N

0	2011 ST232	2011 ST232	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		

0	2011 TN9	2011 TN9	9101	A	S*	C		0.157	M		21.39	A	0.24		A		0.20									0		N

0	2011 UE63	2011 UE63	9103	A	S*	C		0.103	M		22.3	A	0.24		A		0.20									0		N

0	2011 UG169	2011 UG169	9101	A	S*	C		0.020	M		25.85	A	0.24		A		0.20									0		N

0	2011 UL147	2011 UL147	9101	A	S*	C		0.124	M		21.9	A	0.24		A		0.20									0		N

0	2011 UM21	2011 UM21	9103	A	S*	C		0.090	M		22.6	A	0.24		A		0.20									0		N

0	2011 UQ63	2011 UQ63	9101	A	S*	C		0.043	M		24.2	A	0.24		A		0.20									0		N

0	2011 UT	2011 UT	9101	A	S*	C		0.019	M		26.0	A	0.24		A		0.20									0		N

0	2011 UT91	2011 UT91	9101	A	S*	C		0.071	M		23.1	A	0.24		A		0.20									0		N

0	2011 UV158	2011 UV158	9101	A	S*	C		0.113	M		22.1	A	0.24		A		0.20									0		N

0	2011 UW114	2011 UW114	9101	A	S*	C		0.122	M		21.93	A	0.24		A		0.20									0		N

0	2011 WF44	2011 WF44	9101	A	S*	C		0.026	M		25.3	A	0.24		A		0.20									0		N

0	2011 WF69	2011 WF69	9102	A	S*	C		0.142	M		21.6	A	0.24		A		0.20									0		N

0	2011 WJ15	2011 WJ15	9101	A	S*	C		0.027	M		25.2	A	0.24		A		0.20		0.1667		99.999999					0		N

0	2011 WK74	2011 WK74	9103	A	S*	C		0.103	M		22.3	A	0.24		A		0.20									0		N

0	2011 XD1	2011 XD1	9101	A	S*	C		0.049	M		23.9	A	0.24		A		0.20									0		N

0	2011 XF	2011 XF	9101	A	S*	C		0.086	M		22.7	A	0.24		A		0.20									0		N

0	2011 XL1	2011 XL1	9103	A	S*	C		0.098	M		22.4	A	0.24		A		0.20									0		N

0	2011 YH40	2011 YH40	9101	A	S*	C		0.078	M		22.9	A	0.24		A		0.20		2.294		10.462075		0.50	1.02	2	0		T?

0	2011 YU74	2011 YU74	9101	A	S*	C		0.075	M		23.0	A	0.24		A		0.20									0		N

0	2012 BE77	2012 BE77	9103	A	S*	C		0.130	M		21.8	A	0.24		A		0.20									0		N

0	2012 BF14	2012 BF14	9101	A	S*	C		0.054	M		23.7	A	0.24		A		0.20									0		N

0	2012 BF86	2012 BF86	9101	A	S*	C		0.090	M		22.6	A	0.24		A		0.20		0.0491		99.999999			0.34	2	0		

0	2012 BJ11	2012 BJ11	9101	A	S*	C		0.123	M		21.92	A	0.24		A		0.20									0		N

0	2012 BK11	2012 BK11	9101	A	S*	C		0.086	M		22.7	A	0.24		A		0.20									0		N

0	2012 BM86	2012 BM86	9101	A	S*	C		0.125	M		21.88	A	0.24		A		0.20									0		N

0	2012 BR23	2012 BR23	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		N

0	2012 BX34	2012 BX34	9101	A	S*	C		0.009	M		27.6	A	0.24		A		0.20		1.80828		13.272281			0.20	3	0		

0	2012 CL29	2012 CL29	9101	A	S*	C		0.071	M		23.1	A	0.24		A		0.20									0		N

0	2012 CM29	2012 CM29	9101	A	S*	C		0.113	M		22.1	A	0.24		A		0.20									0		N

0	2012 CZ52	2012 CZ52	9103	A	S*	C		0.136	M		21.7	A	0.24		A		0.20									0		N

0	2012 DE54	2012 DE54	9103	A	S*	C		0.124	M		21.9	A	0.24		A		0.20									0		N

0	2012 DR32	2012 DR32	9101	A	S*	C		0.033	M		24.8	A	0.24		A		0.20									0		

0	2012 DV32	2012 DV32	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20									0		N

0	2012 DW30	2012 DW30	9101	A	S*	C		0.087	M		22.67	A	0.24		A		0.20									0		N

0	2012 EG5	2012 EG5	9101	A	S*	C		0.041	M		24.3	A	0.24		A		0.20		0.29240		82.079343		0.34	0.40	3	0		

0	2012 FA14	2012 FA14	9101	A	S*	C		0.071	M		23.1	A	0.24		A		0.20									0		N

0	2012 FG58	2012 FG58	9101	A	S*	C		0.118	M		22.0	A	0.24		A		0.20									0		N

0	2012 FP52	2012 FP52	9101	A	S*	C		0.036	M		24.6	A	0.24		A		0.20									0		NT?

0	2012 FR52	2012 FR52	9101	A	S*	C		0.068	M		23.2	A	0.24		A		0.20									0		N

0	2012 FT62	2012 FT62	9101	A	S*	C		0.033	M		24.8	A	0.24		A		0.20									0		N

0	2012 GD5	2012 GD5	9101	A	S*	C		0.094	M		22.5	A	0.24		A		0.20									0		N

0	2012 GF1	2012 GF1	9103	A	S*	C		0.113	M		22.1	A	0.24		A		0.20									0		N

0	2012 GG11	2012 GG11	9103	A	S*	C		0.136	M		21.7	A	0.24		A		0.20									0		N

0	2012 GK	2012 GK	9101	A	S*	C		0.098	M		22.4	A	0.24		A		0.20									0		N

0	2012 GM11	2012 GM11	9103	A	S*	C		0.071	M		23.1	A	0.24		A		0.20									0		N

0	2012 GY17	2012 GY17	9103	A	S*	C		0.124	M		21.9	A	0.24		A		0.20									0		N

0	2012 HG2	2012 HG2	9101	A	S*	C		0.012	M		27.0	A	0.24		A		0.20		0.0227		99.999999					0		N

0	2012 HH31	2012 HH31	9101	A	S*	C		0.052	M		23.8	A	0.24		A		0.20									0		N

0	2012 HM	2012 HM	9101	A	S*	C		0.045	M		24.1	A	0.24		A		0.20	D		long						0		N

0	2012 JU11	2012 JU11	9101	A	S*	C		0.030	M		25.0	A	0.24		A		0.20									0		N

0	2012 KN11	2012 KN11	9101	A	S*	C		0.124	M		21.9	A	0.24		A		0.20									0		N

0	2012 KP24	2012 KP24	9101	A	S*	L		0.014	L		26.61	A	0.24		A		0.20		0.041667		99.999999		0.66	1.0	3	0		

0	2012 KT42	2012 KT42	9101	A	S*	L		0.005	L		28.79	A	0.24		A		0.20		0.06057		99.999999		0.38	0.60	3	0		

0	2012 KU12	2012 KU12	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20									0		N

0	2012 TC4	2012 TC4	9101	A	S*	C		0.014	M		26.7	A	0.24		A		0.20		0.204155		99.999999		0.73	1.15	3	0		T

0	2012 TV	2012 TV	9101	A	S*	C		0.027	M		25.2	A	0.24		A		0.20		0.0525		99.999999			0.48	3-	0		

0	2012 UX136	2012 UX136	9101	A	S*	C		0.023	M		25.6	A	0.24		A		0.20		0.03811		99.999999			0.85	1	0		

0	2012 VP76	2012 VP76	9101	A	S*	C		0.048	T		23.96	L	0.24		A		0.20		1.7		14.117647			0.13	1	0		

0	2012 XE54	2012 XE54	9101	A	S*	C		0.025	M		25.4	A	0.24		A		0.20		0.0278190		99.999999			0.25	3	0		

0	2012 XO134	2012 XO134	9101	A	S*	C		0.042	L		24.26	A	0.24		A		0.20		0.0272308		99.999999			0.38	3-	0		

0	2012 XQ93	2012 XQ93	9101	A	S*	C		0.136	M		21.7	A	0.24		A		0.20									0		

0	2012 XS111	2012 XS111	9101	A	S*	C		0.107	T		22.21	L	0.24		A		0.20		2.14		11.214953			0.09		0		

0	2012 YN6	2012 YN6	9101	A	S*	C		0.101	L		22.35	L	0.24		A		0.20		3.0140		7.962840			0.86	2	0		N

0	2013 BS45	2013 BS45	9101	A	S*	C		0.020	M		25.9	A	0.24		A		0.20	<	0.03		99.999999					0		NR

0	2013 CR35	2013 CR35	9101	A	S*	C		0.094	L		22.49	A	0.24		A		0.20		4.059		5.912786			0.12	3-	0		

0	2013 ET	2013 ET	9101	A	S	C		0.071	M		23.1	M	0.15		A		0.20		1.9032		12.610340			1.06	3-	0		T+

0	2013 NH4	2013 NH4	9101	A	S*	C		0.021	M		25.8	A	0.24		A		0.20									0		NH

